anio	estado_civil	edad	raza	ingreso	partido	religion	denominacion	horas_tv
2012	Casado	43	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	1
2012	Nunca se ha casado	45	Blanca	15000 - 19999	Fuertemente republicano	Protestante	Otra	4
2012	Casado	64	Blanca	No aplica	Fuertemente republicano	Protestante	Iglesia metodista unida	NA
2012	Divorciado	76	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	1
2012	Divorciado	47	Blanca	25000 o más	No fuertemente republicano	Protestante	Otra	2
2012	Casado	21	Blanca	No aplica	Independiente	Ninguna	No aplica	NA
2012	Divorciado	36	Blanca	25000 o más	Ind, pro rep	Católica	No aplica	1
2012	Casado	39	Blanca	25000 o más	No fuertemente demócrata	Cristiana	No aplica	NA
2012	Casado	30	Blanca	25000 o más	Ind, pro dem	Católica	No aplica	2
2012	Casado	53	Negra	25000 o más	No fuertemente demócrata	Protestante	Bautista, no sabe cuál	NA
2012	Nunca se ha casado	58	Otra	No aplica	Independiente	Católica	No aplica	NA
2012	Nunca se ha casado	47	Blanca	15000 - 19999	No fuertemente demócrata	Católica	No aplica	4
2012	Nunca se ha casado	34	Blanca	25000 o más	Ind, pro dem	Ninguna	No aplica	2
2012	Divorciado	58	Negra	No aplica	Independiente	Protestante	Bautistas del sur	NA
2012	Nunca se ha casado	64	Blanca	No aplica	Fuertemente republicano	Protestante	Metodista, no sabe cuál	1
2012	Nunca se ha casado	30	Blanca	25000 o más	Independiente	Cristiana	No aplica	3
2012	Casado	52	Blanca	25000 o más	Fuertemente demócrata	Protestante	Metodista, no sabe cuál	2
2012	Casado	72	Blanca	No aplica	Ind, pro rep	Ninguna	No aplica	NA
2012	Casado	51	Blanca	25000 o más	Ind, pro dem	Ninguna	No aplica	4
2012	Casado	39	Otra	25000 o más	Independiente	Protestante	Otra	0
2012	Separado	49	Blanca	No aplica	Ind, pro dem	Protestante	Iglesia luterana americana	3
2012	Nunca se ha casado	22	Negra	10000 - 14999	Ind, pro dem	Protestante	Bautista, no sabe cuál	8
2012	Separado	51	Negra	No aplica	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	NA
2012	Nunca se ha casado	33	Negra	20000 - 24999	No fuertemente demócrata	Católica	No aplica	5
2012	Casado	69	Negra	No aplica	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	NA
2012	Casado	48	Otra	25000 o más	Independiente	Hinduismo	No aplica	NA
2012	Nunca se ha casado	28	Blanca	No aplica	Independiente	Cristiana	No aplica	0
2012	Divorciado	66	Blanca	25000 o más	Ind, pro dem	Ninguna	No aplica	0
2012	Casado	55	Blanca	10000 - 14999	No fuertemente republicano	Protestante	Otra	3
2012	Divorciado	45	Blanca	25000 o más	Fuertemente republicano	Protestante	Asociación bautista estadounidense	0
2012	Divorciado	51	Blanca	25000 o más	No fuertemente demócrata	Ninguna	No aplica	0
2012	Casado	55	Negra	20000 - 24999	Fuertemente demócrata	Católica	No aplica	NA
2012	Casado	39	Negra	25000 o más	Ind, pro dem	Protestante	Bautista, no sabe cuál	12
2012	Nunca se ha casado	53	Negra	25000 o más	Fuertemente demócrata	Católica	No aplica	1
2012	Casado	67	Blanca	No aplica	Independiente	Protestante	Bautistas del sur	NA
2012	Separado	37	Negra	15000 - 19999	Independiente	Católica	No aplica	1
2012	Nunca se ha casado	20	Blanca	No aplica	Fuertemente republicano	Protestante	Bautistas del sur	1
2012	Nunca se ha casado	23	Blanca	25000 o más	Fuertemente republicano	Católica	No aplica	2
2012	Casado	64	Blanca	Se niega a responder	Fuertemente republicano	Protestante	Bautistas del sur	NA
2012	Casado	56	Blanca	No aplica	Independiente	Católica	No aplica	12
2012	Separado	59	Blanca	No aplica	Independiente	Protestante	Otra	NA
2012	Nunca se ha casado	26	Blanca	3000 - 3999	Ind, pro dem	Protestante	Bautistas del sur	4
2012	Viudo	81	Blanca	15000 - 19999	Independiente	Protestante	Bautistas del sur	3
2012	Viudo	67	Blanca	No aplica	Fuertemente demócrata	Protestante	Sínodo luterano	NA
2012	Nunca se ha casado	53	Blanca	25000 o más	Ind, pro dem	Protestante	Otra	3
2012	Casado	39	Blanca	25000 o más	Ind, pro rep	Cristiana	No aplica	3
2012	Casado	38	Otra	25000 o más	No fuertemente demócrata	Católica	No aplica	1
2012	Viudo	89	Blanca	No aplica	Ind, pro rep	Protestante	Bautista, no sabe cuál	2
2012	Separado	53	Blanca	3000 - 3999	Independiente	Protestante	Bautista, no sabe cuál	5
2012	Casado	60	Otra	4000 - 4999	Independiente	Protestante	Asociación bautista estadounidense	NA
2012	Casado	22	Blanca	7000 - 7999	Independiente	Cristiana	No aplica	4
2012	Separado	49	Negra	8000 - 9999	Independiente	No sabe	No aplica	24
2012	Casado	59	Blanca	Se niega a responder	Ind, pro rep	Protestante	Bautista, no sabe cuál	NA
2012	Casado	33	Blanca	No aplica	Independiente	Protestante	Bautista, no sabe cuál	3
2012	Casado	33	Otra	25000 o más	No fuertemente republicano	Ninguna	No aplica	0
2012	Separado	77	Blanca	No aplica	Independiente	Protestante	Otra	3
2012	Divorciado	34	Otra	10000 - 14999	Ind, pro dem	Cristiana	No aplica	5
2012	Nunca se ha casado	55	Blanca	4000 - 4999	Independiente	Católica	No aplica	NA
2012	Casado	29	Blanca	10000 - 14999	Independiente	Católica	No aplica	0
2012	Casado	51	Negra	20000 - 24999	Independiente	Protestante	Bautistas del sur	0
2012	Nunca se ha casado	26	Otra	No aplica	No fuertemente republicano	Católica	No aplica	3
2012	Casado	79	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	2
2012	Nunca se ha casado	20	Blanca	No sabe	Independiente	Católica	No aplica	4
2012	Nunca se ha casado	24	Blanca	10000 - 14999	Ind, pro dem	Protestante	Bautistas del sur	14
2012	Nunca se ha casado	22	Blanca	No aplica	Ind, pro dem	Protestante	Otra	6
2012	Divorciado	26	Blanca	15000 - 19999	No fuertemente republicano	Ninguna	No aplica	1
2012	Divorciado	45	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	2
2012	Nunca se ha casado	44	Blanca	No aplica	Fuertemente republicano	Protestante	No denominacional	4
2012	Casado	55	Blanca	25000 o más	No fuertemente republicano	Protestante	Bautistas del sur	NA
2012	Casado	65	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	2
2012	Casado	58	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	2
2012	Nunca se ha casado	20	Blanca	No aplica	Independiente	Católica	No aplica	1
2012	Nunca se ha casado	37	Negra	1000 - 2999	Ind, pro dem	Ninguna	No aplica	10
2012	Nunca se ha casado	32	Negra	25000 o más	No fuertemente demócrata	Ninguna	No aplica	NA
2012	Casado	58	Blanca	25000 o más	No fuertemente republicano	Protestante	Otra	NA
2012	Separado	43	Otra	3000 - 3999	Independiente	Protestante	Presbiteriana, no sabe cuál	4
2012	Casado	57	Blanca	No aplica	Otro partido	Ninguna	No aplica	2
2012	Viudo	74	Blanca	5000 - 5999	No fuertemente demócrata	Protestante	Episcopal	NA
2012	Casado	67	Otra	No aplica	Ind, pro rep	Protestante	Otra	NA
2012	Nunca se ha casado	27	Blanca	25000 o más	Fuertemente demócrata	Católica	No aplica	2
2012	Divorciado	55	Blanca	No aplica	Independiente	Protestante	No denominacional	NA
2012	Casado	45	Otra	25000 o más	Ind, pro rep	Católica	No aplica	2
2012	Nunca se ha casado	42	Otra	25000 o más	Fuertemente demócrata	Protestante	Otra	1
2012	Casado	21	Otra	No aplica	Independiente	Ninguna	No aplica	2
2012	Separado	28	Blanca	25000 o más	No fuertemente republicano	Cristiana	No aplica	NA
2012	Nunca se ha casado	47	Blanca	25000 o más	Otro partido	Protestante	No denominacional	0
2012	Nunca se ha casado	25	Blanca	15000 - 19999	Fuertemente demócrata	Ninguna	No aplica	NA
2012	Viudo	71	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	2
2012	Divorciado	46	Otra	25000 o más	Ind, pro dem	Ninguna	No aplica	4
2012	Casado	26	Blanca	8000 - 9999	No fuertemente republicano	Católica	No aplica	NA
2012	Casado	71	Blanca	No aplica	Otro partido	Protestante	Otra	1
2012	Casado	65	Blanca	25000 o más	Fuertemente republicano	Protestante	Iglesia metodista unida	2
2012	Separado	35	Otra	No aplica	Ind, pro rep	Ninguna	No aplica	NA
2012	Nunca se ha casado	62	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	13
2012	Viudo	88	Blanca	No aplica	Fuertemente republicano	Protestante	No denominacional	NA
2012	Casado	37	Blanca	1000 - 2999	Ind, pro rep	Protestante	Bautista, no sabe cuál	2
2012	Casado	46	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	2
2012	Casado	55	Blanca	25000 o más	No fuertemente republicano	Protestante	No denominacional	3
2012	Divorciado	48	Blanca	25000 o más	Independiente	Ninguna	No aplica	NA
2012	Divorciado	36	Blanca	No aplica	No fuertemente republicano	Cristiana	No aplica	1
2012	Nunca se ha casado	25	Blanca	10000 - 14999	Ind, pro rep	Ninguna	No aplica	NA
2012	Casado	37	Otra	25000 o más	Ind, pro rep	Ninguna	No aplica	2
2012	Casado	59	Blanca	25000 o más	Ind, pro rep	Protestante	No denominacional	1
2012	Nunca se ha casado	61	Blanca	25000 o más	Ind, pro dem	Protestante	Otra	2
2012	Nunca se ha casado	61	Blanca	No aplica	No fuertemente demócrata	Protestante	Episcopal	NA
2012	Divorciado	25	Blanca	20000 - 24999	No fuertemente republicano	Protestante	Iglesia metodista unida	2
2012	Nunca se ha casado	63	Blanca	10000 - 14999	Fuertemente demócrata	Protestante	Otra	3
2012	Divorciado	54	Blanca	15000 - 19999	No fuertemente demócrata	Protestante	Luterana, no sabe cuál	NA
2012	Casado	39	Blanca	20000 - 24999	No fuertemente demócrata	Cristiana	No aplica	1
2012	Separado	69	Blanca	No aplica	Fuertemente republicano	Protestante	Iglesia metodista unida	NA
2012	Casado	28	Blanca	5000 - 5999	Independiente	Protestante	Otra	4
2012	Casado	29	Blanca	No aplica	Fuertemente republicano	Protestante	Unión presbiteriana de iglesias	1
2012	Casado	85	Blanca	No aplica	Fuertemente republicano	Protestante	Iglesia presbiteriana de los EEUU	NA
2012	Nunca se ha casado	31	Otra	15000 - 19999	Ind, pro dem	Ninguna	No aplica	NA
2012	Separado	34	Blanca	1000 - 2999	Ind, pro dem	Católica	No aplica	2
2012	Nunca se ha casado	37	Blanca	No aplica	Ind, pro dem	Católica	No aplica	2
2012	Casado	46	Otra	Se niega a responder	Independiente	Católica	No aplica	10
2012	Nunca se ha casado	30	Otra	No aplica	No fuertemente demócrata	Católica	No aplica	6
2012	Divorciado	75	Blanca	No aplica	Independiente	Protestante	No denominacional	8
2012	Casado	55	Otra	25000 o más	Independiente	Católica	No aplica	2
2012	Casado	48	Blanca	25000 o más	Ind, pro dem	Ninguna	No aplica	3
2012	Divorciado	82	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	NA
2012	Separado	53	Blanca	No aplica	No fuertemente demócrata	Protestante	No denominacional	4
2012	Casado	32	Blanca	No aplica	Independiente	Protestante	Bautista, no sabe cuál	4
2012	Casado	32	Otra	25000 o más	Ind, pro dem	Ninguna	No aplica	2
2012	Nunca se ha casado	31	Blanca	No aplica	Independiente	Protestante	No denominacional	3
2012	Nunca se ha casado	25	Otra	10000 - 14999	No fuertemente republicano	Otra	No aplica	NA
2012	Separado	44	Otra	4000 - 4999	Independiente	Católica	No aplica	3
2012	Divorciado	54	Blanca	No aplica	Otro partido	Ninguna	No aplica	NA
2012	Casado	30	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	6
2012	Casado	76	Blanca	No aplica	Fuertemente republicano	Protestante	No denominacional	2
2012	Divorciado	48	Otra	1000 - 2999	Otro partido	Ninguna	No aplica	3
2012	Nunca se ha casado	33	Blanca	20000 - 24999	Independiente	Católica	No aplica	2
2012	Casado	26	Blanca	No aplica	Independiente	Católica	No aplica	NA
2012	Nunca se ha casado	26	Otra	10000 - 14999	Independiente	Ninguna	No aplica	1
2012	Nunca se ha casado	18	Blanca	10000 - 14999	No fuertemente demócrata	Protestante	Otra	4
2012	Viudo	61	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	6
2012	Separado	57	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	2
2012	Casado	36	Blanca	25000 o más	No fuertemente republicano	Ninguna	No aplica	1
2012	Casado	33	Blanca	25000 o más	Ind, pro rep	Ninguna	No aplica	1
2012	Casado	50	Otra	15000 - 19999	Independiente	Otra religión oriental	No aplica	NA
2012	Viudo	65	Blanca	No aplica	Independiente	Protestante	Otra	2
2012	Divorciado	50	Blanca	No aplica	Ind, pro rep	Ninguna	No aplica	7
2012	Casado	48	Blanca	No aplica	Independiente	Católica	No aplica	NA
2012	Divorciado	80	Otra	No aplica	No fuertemente demócrata	Católica	No aplica	4
2012	Casado	80	Blanca	No aplica	Ind, pro rep	Protestante	Sínodo luterano	NA
2012	Casado	70	Blanca	No sabe	No fuertemente republicano	Cristiana	No aplica	3
2012	Viudo	76	Blanca	No aplica	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	NA
2012	Divorciado	69	Blanca	25000 o más	No fuertemente demócrata	Cristiana	No aplica	6
2012	Casado	47	Blanca	No sabe	No fuertemente republicano	Protestante	Otra	NA
2012	Casado	68	Blanca	25000 o más	Fuertemente demócrata	Ninguna	No aplica	4
2012	Viudo	79	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	3
2012	Divorciado	67	Blanca	7000 - 7999	Fuertemente republicano	Protestante	Presbiteriana, no sabe cuál	3
2012	Nunca se ha casado	62	Blanca	No aplica	No fuertemente demócrata	Protestante	No denominacional	NA
2012	Divorciado	58	Blanca	No aplica	Ind, pro dem	Ninguna	No aplica	4
2012	Nunca se ha casado	19	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	NA
2012	Casado	35	Blanca	15000 - 19999	No fuertemente demócrata	Otra	No aplica	3
2012	Nunca se ha casado	36	Blanca	No aplica	No fuertemente republicano	Ninguna	No aplica	3
2012	Casado	86	Blanca	Se niega a responder	No fuertemente demócrata	Ninguna	No aplica	2
2012	Casado	63	Blanca	25000 o más	No fuertemente republicano	Protestante	No denominacional	NA
2012	Nunca se ha casado	22	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	NA
2012	Nunca se ha casado	23	Blanca	Se niega a responder	No fuertemente demócrata	Ninguna	No aplica	1
2012	Nunca se ha casado	19	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	1
2012	Casado	51	Blanca	20000 - 24999	No fuertemente demócrata	Católica	No aplica	2
2012	Casado	82	Blanca	No aplica	Independiente	Ninguna	No aplica	4
2012	Nunca se ha casado	27	Blanca	20000 - 24999	Otro partido	Ninguna	No aplica	15
2012	Casado	68	Blanca	20000 - 24999	Ind, pro rep	Ninguna	No aplica	NA
2012	Nunca se ha casado	23	Blanca	10000 - 14999	No fuertemente demócrata	Ninguna	No aplica	1
2012	Casado	38	Blanca	No aplica	Independiente	Católica	No aplica	1
2012	Casado	65	Blanca	No aplica	No fuertemente demócrata	Protestante	Otra	0
2012	Viudo	72	Blanca	No aplica	Ind, pro rep	Católica	No aplica	8
2012	Viudo	80	Blanca	No aplica	No fuertemente demócrata	Protestante	No denominacional	NA
2012	Casado	34	Blanca	25000 o más	Ind, pro dem	Protestante	No denominacional	2
2012	Separado	56	Negra	No aplica	Fuertemente demócrata	Protestante	Bautistas del sur	4
2012	Casado	57	Otra	No aplica	No fuertemente demócrata	Católica	No aplica	0
2012	Nunca se ha casado	61	Blanca	Se niega a responder	Fuertemente republicano	Protestante	No denominacional	1
2012	Casado	53	Otra	No aplica	Ind, pro dem	Católica	No aplica	NA
2012	Casado	79	Blanca	No aplica	Ind, pro rep	Protestante	Bautista, no sabe cuál	3
2012	Divorciado	46	Blanca	8000 - 9999	No fuertemente demócrata	Cristiana	No aplica	2
2012	Casado	45	Blanca	No aplica	Ind, pro rep	Cristiana	No aplica	2
2012	Divorciado	50	Blanca	No aplica	Independiente	Protestante	Otra	6
2012	Divorciado	63	Blanca	10000 - 14999	Fuertemente republicano	Protestante	No sabe	10
2012	Nunca se ha casado	38	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	0
2012	Divorciado	51	Negra	No aplica	Ind, pro rep	Protestante	Bautistas del sur	1
2012	Viudo	62	Blanca	25000 o más	Independiente	Ninguna	No aplica	0
2012	Divorciado	47	Blanca	No aplica	Ind, pro dem	Ninguna	No aplica	NA
2012	Nunca se ha casado	29	Blanca	10000 - 14999	Independiente	Cristiana	No aplica	2
2012	Divorciado	37	Blanca	20000 - 24999	Fuertemente demócrata	Ninguna	No aplica	1
2012	Casado	39	Blanca	25000 o más	No fuertemente demócrata	Ninguna	No aplica	1
2012	Divorciado	46	Blanca	25000 o más	Fuertemente demócrata	Ninguna	No aplica	NA
2012	Nunca se ha casado	55	Blanca	25000 o más	No fuertemente demócrata	Protestante	Iglesia metodista unida	2
2012	Nunca se ha casado	27	Blanca	6000 - 6999	Fuertemente demócrata	Ninguna	No aplica	12
2012	Nunca se ha casado	45	Blanca	No aplica	Ind, pro dem	Ninguna	No aplica	NA
2012	Casado	71	Blanca	No aplica	Otro partido	Ninguna	No aplica	3
2012	Viudo	74	Blanca	No aplica	Independiente	Cristiana	No aplica	2
2012	Nunca se ha casado	18	Blanca	No aplica	Fuertemente demócrata	Judía	No aplica	1
2012	Viudo	67	Blanca	No aplica	Ind, pro dem	Ninguna	No aplica	NA
2012	Casado	49	Blanca	25000 o más	Ind, pro dem	Ninguna	No aplica	NA
2012	Divorciado	74	Blanca	No sabe	Fuertemente republicano	Protestante	Bautista, no sabe cuál	5
2012	Casado	67	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	1
2012	Casado	35	Blanca	No aplica	Independiente	Católica	No aplica	NA
2012	Nunca se ha casado	36	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	4
2012	Casado	58	Blanca	No sabe	Ind, pro rep	Católica	No aplica	NA
2012	Nunca se ha casado	21	Blanca	8000 - 9999	Ind, pro dem	Ninguna	No aplica	4
2012	Nunca se ha casado	21	Blanca	5000 - 5999	Independiente	Protestante	Otra	3
2012	Nunca se ha casado	43	Blanca	20000 - 24999	No fuertemente republicano	Protestante	Sínodo luterano	2
2012	Casado	41	Blanca	25000 o más	Ind, pro dem	Católica	No aplica	1
2012	Casado	44	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	NA
2012	Divorciado	51	Blanca	No aplica	Fuertemente demócrata	Protestante	No denominacional	4
2012	Nunca se ha casado	22	Blanca	No aplica	Independiente	Católica	No aplica	2
2012	Casado	30	Blanca	No aplica	Independiente	Protestante	Episcopal	NA
2012	Nunca se ha casado	18	Blanca	1000 - 2999	No fuertemente republicano	Otra	No aplica	2
2012	Divorciado	73	Otra	No sabe	Independiente	Musulmana/Islam	No aplica	6
2012	Casado	38	Blanca	No aplica	Otro partido	Ninguna	No aplica	3
2012	Casado	87	Blanca	No aplica	Fuertemente demócrata	Protestante	Iglesia metodista unida	NA
2012	Divorciado	39	Negra	10000 - 14999	Independiente	Cristiana	No aplica	12
2012	Viudo	74	Otra	No aplica	Sin respuesta	Católica	No aplica	NA
2012	Casado	31	Blanca	25000 o más	Independiente	Ninguna	No aplica	2
2012	Casado	37	Blanca	25000 o más	No fuertemente republicano	Protestante	Metodista, no sabe cuál	3
2012	Casado	31	Blanca	No aplica	Independiente	Católica	No aplica	NA
2012	Casado	24	Blanca	20000 - 24999	Fuertemente republicano	Ninguna	No aplica	8
2012	Casado	32	Blanca	25000 o más	Otro partido	Protestante	No denominacional	NA
2012	Casado	50	Blanca	25000 o más	Fuertemente republicano	Protestante	No denominacional	1
2012	Nunca se ha casado	20	Blanca	No aplica	Independiente	Ninguna	No aplica	3
2012	Divorciado	71	Blanca	No aplica	Fuertemente republicano	Protestante	No denominacional	6
2012	Viudo	88	Blanca	No aplica	Fuertemente republicano	Protestante	Iglesia luterana americana	4
2012	Nunca se ha casado	24	Blanca	8000 - 9999	Independiente	Católica	No aplica	NA
2012	Separado	56	Otra	Se niega a responder	Independiente	Protestante	Otra	NA
2012	Casado	56	Blanca	25000 o más	Ind, pro dem	Protestante	Iglesia luterana de EEUU	1
